Processes,Run 1,Run 2,Run 3,Mean,Stdev
1,14.0479,14.04684,13.99995,14.031563333333333,0.02738307932525718
2,12.07764,12.37329,12.09491,12.181946666666667,0.16593301851449993
4,6.647023,6.693669,6.690611,6.6771009999999995,0.026093148602650388
8,6.590315,6.602599,6.587095,6.593336333333333,0.008181677415623948
16,5.962979,7.886332,7.934642,7.261317666666667,1.1246536951641308
